recv_ts_utc,exch_ts_ms,symbol,side,size,price,raw_json
2026-08-29T00:00:03.638026Z,1787961603486,AKEUSDT,Sell,600,0.0115350,"{""T"":1787961603486,""s"":""AKEUSDT"",""S"":""Sell"",""v"":""600"",""p"":""0.0115350""}"
2026-08-29T00:00:04.137955Z,1787961603643,AKEUSDT,Sell,101800,0.0115360,"{""T"":1787961603643,""s"":""AKEUSDT"",""S"":""Sell"",""v"":""101800"",""p"":""0.0115360""}"
2026-08-29T00:00:04.137955Z,1787961603753,AKEUSDT,Sell,7300,0.0115080,"{""T"":1787961603753,""s"":""AKEUSDT"",""S"":""Sell"",""v"":""7300"",""p"":""0.0115080""}"
2026-08-29T00:00:04.137955Z,1787961603872,AKEUSDT,Sell,2900,0.0115350,"{""T"":1787961603872,""s"":""AKEUSDT"",""S"":""Sell"",""v"":""2900"",""p"":""0.0115350""}"
2026-08-29T00:00:04.137955Z,1787961603982,AKEUSDT,Sell,900,0.0115360,"{""T"":1787961603982,""s"":""AKEUSDT"",""S"":""Sell"",""v"":""900"",""p"":""0.0115360""}"
2026-08-29T00:00:04.416755Z,1787961604269,ZECUSDT,Sell,0.11,805.24,"{""T"":1787961604269,""s"":""ZECUSDT"",""S"":""Sell"",""v"":""0.11"",""p"":""805.24""}"
2026-08-29T00:00:04.565452Z,1787961604269,SOLUSDT,Sell,0.2,104.470,"{""T"":1787961604269,""s"":""SOLUSDT"",""S"":""Sell"",""v"":""0.2"",""p"":""104.470""}"
2026-08-29T00:00:04.638047Z,1787961604102,AKEUSDT,Sell,9200,0.0114930,"{""T"":1787961604102,""s"":""AKEUSDT"",""S"":""Sell"",""v"":""9200"",""p"":""0.0114930""}"
2026-08-29T00:00:04.638047Z,1787961604194,AKEUSDT,Sell,85600,0.0115090,"{""T"":1787961604194,""s"":""AKEUSDT"",""S"":""Sell"",""v"":""85600"",""p"":""0.0115090""}"
2026-08-29T00:00:04.638047Z,1787961604269,AKEUSDT,Sell,35300,0.0114940,"{""T"":1787961604269,""s"":""AKEUSDT"",""S"":""Sell"",""v"":""35300"",""p"":""0.0114940""}"
