recv_ts_utc,exch_ts_ms,symbol,side,size,price,raw_json
2026-09-12T00:00:02.498728Z,1789171201942,STORJUSDT,Buy,2024.8,0.05854,"{""T"":1789171201942,""s"":""STORJUSDT"",""S"":""Buy"",""v"":""2024.8"",""p"":""0.05854""}"
2026-09-12T00:00:11.001361Z,1789171210720,STORJUSDT,Sell,2751.1,0.06200,"{""T"":1789171210720,""s"":""STORJUSDT"",""S"":""Sell"",""v"":""2751.1"",""p"":""0.06200""}"
2026-09-12T00:00:22.002210Z,1789171221481,STORJUSDT,Buy,10341.4,0.05761,"{""T"":1789171221481,""s"":""STORJUSDT"",""S"":""Buy"",""v"":""10341.4"",""p"":""0.05761""}"
2026-09-12T00:00:22.002210Z,1789171221870,STORJUSDT,Buy,1690.3,0.05767,"{""T"":1789171221870,""s"":""STORJUSDT"",""S"":""Buy"",""v"":""1690.3"",""p"":""0.05767""}"
2026-09-12T00:00:22.999117Z,1789171222580,STORJUSDT,Buy,2407.5,0.05743,"{""T"":1789171222580,""s"":""STORJUSDT"",""S"":""Buy"",""v"":""2407.5"",""p"":""0.05743""}"
2026-09-12T00:00:22.999117Z,1789171222606,STORJUSDT,Buy,4729.4,0.05744,"{""T"":1789171222606,""s"":""STORJUSDT"",""S"":""Buy"",""v"":""4729.4"",""p"":""0.05744""}"
2026-09-12T00:00:28.999004Z,1789171228744,STORJUSDT,Sell,781.2,0.05990,"{""T"":1789171228744,""s"":""STORJUSDT"",""S"":""Sell"",""v"":""781.2"",""p"":""0.05990""}"
2026-09-12T00:00:30.999210Z,1789171230546,STORJUSDT,Sell,768.4,0.06032,"{""T"":1789171230546,""s"":""STORJUSDT"",""S"":""Sell"",""v"":""768.4"",""p"":""0.06032""}"
2026-09-12T00:00:35.409822Z,1789171235312,LSKUSDT,Buy,213.5,0.13375,"{""T"":1789171235312,""s"":""LSKUSDT"",""S"":""Buy"",""v"":""213.5"",""p"":""0.13375""}"
2026-09-12T00:00:37.331084Z,1789171237118,LABUSDT,Sell,663,0.08150,"{""T"":1789171237118,""s"":""LABUSDT"",""S"":""Sell"",""v"":""663"",""p"":""0.08150""}"
2026-09-12T00:01:05.988717Z,1789171265868,SOXLUSDT,Sell,3.26,123.16,"{""T"":1789171265868,""s"":""SOXLUSDT"",""S"":""Sell"",""v"":""3.26"",""p"":""123.16""}"
2026-09-12T00:01:46.786285Z,1789171306349,STORJUSDT,Sell,4573.0,0.06072,"{""T"":1789171306349,""s"":""STORJUSDT"",""S"":""Sell"",""v"":""4573.0"",""p"":""0.06072""}"
2026-09-12T00:02:15.999123Z,1789171335469,IOSTUSDT,Sell,722335,0.0009333,"{""T"":1789171335469,""s"":""IOSTUSDT"",""S"":""Sell"",""v"":""722335"",""p"":""0.0009333""}"
2026-09-12T00:02:24.915370Z,1789171344511,1000PEPEUSDT,Sell,120000,0.0033390,"{""T"":1789171344511,""s"":""1000PEPEUSDT"",""S"":""Sell"",""v"":""120000"",""p"":""0.0033390""}"
2026-09-12T00:02:25.564542Z,1789171345194,SOLUSDT,Sell,4.3,103.000,"{""T"":1789171345194,""s"":""SOLUSDT"",""S"":""Sell"",""v"":""4.3"",""p"":""103.000""}"
2026-09-12T00:02:29.349948Z,1789171349141,THETAUSDT,Buy,214.8,0.18660,"{""T"":1789171349141,""s"":""THETAUSDT"",""S"":""Buy"",""v"":""214.8"",""p"":""0.18660""}"
2026-09-12T00:02:48.994707Z,1789171368540,BLURUSDT,Buy,5436,0.017066,"{""T"":1789171368540,""s"":""BLURUSDT"",""S"":""Buy"",""v"":""5436"",""p"":""0.017066""}"
2026-09-12T00:03:02.849996Z,1789171382548,THETAUSDT,Buy,219.0,0.18600,"{""T"":1789171382548,""s"":""THETAUSDT"",""S"":""Buy"",""v"":""219.0"",""p"":""0.18600""}"
2026-09-12T00:03:08.830455Z,1789171388693,NIULAIUSDT,Sell,5930,0.12946,"{""T"":1789171388693,""s"":""NIULAIUSDT"",""S"":""Sell"",""v"":""5930"",""p"":""0.12946""}"
2026-09-12T00:03:09.136704Z,1789171388693,AKEUSDT,Sell,69000,0.0144730,"{""T"":1789171388693,""s"":""AKEUSDT"",""S"":""Sell"",""v"":""69000"",""p"":""0.0144730""}"
2026-09-12T00:03:09.136704Z,1789171388898,AKEUSDT,Sell,14900,0.0144780,"{""T"":1789171388898,""s"":""AKEUSDT"",""S"":""Sell"",""v"":""14900"",""p"":""0.0144780""}"
2026-09-12T00:03:09.136704Z,1789171389004,AKEUSDT,Sell,2800,0.0144820,"{""T"":1789171389004,""s"":""AKEUSDT"",""S"":""Sell"",""v"":""2800"",""p"":""0.0144820""}"
2026-09-12T00:03:09.136704Z,1789171389023,AKEUSDT,Sell,700,0.0144650,"{""T"":1789171389023,""s"":""AKEUSDT"",""S"":""Sell"",""v"":""700"",""p"":""0.0144650""}"
2026-09-12T00:03:19.314555Z,1789171398940,PUMPFUNUSDT,Sell,1400,0.0036260,"{""T"":1789171398940,""s"":""PUMPFUNUSDT"",""S"":""Sell"",""v"":""1400"",""p"":""0.0036260""}"
2026-09-12T00:04:09.998564Z,1789171449739,STORJUSDT,Buy,3185.2,0.05650,"{""T"":1789171449739,""s"":""STORJUSDT"",""S"":""Buy"",""v"":""3185.2"",""p"":""0.05650""}"
2026-09-12T00:04:16.488778Z,1789171456027,CLUSDT,Buy,50.00,95.970,"{""T"":1789171456027,""s"":""CLUSDT"",""S"":""Buy"",""v"":""50.00"",""p"":""95.970""}"
2026-09-12T00:04:16.564120Z,1789171456027,XMRUSDT,Sell,9.65,528.99,"{""T"":1789171456027,""s"":""XMRUSDT"",""S"":""Sell"",""v"":""9.65"",""p"":""528.99""}"
2026-09-12T00:04:27.354259Z,1789171466818,BEATUSDT,Buy,10861,0.09139,"{""T"":1789171466818,""s"":""BEATUSDT"",""S"":""Buy"",""v"":""10861"",""p"":""0.09139""}"
2026-09-12T00:04:29.349655Z,1789171469226,BEATUSDT,Buy,129,0.09112,"{""T"":1789171469226,""s"":""BEATUSDT"",""S"":""Buy"",""v"":""129"",""p"":""0.09112""}"
2026-09-12T00:04:45.831073Z,1789171485337,NIULAIUSDT,Sell,190,0.13131,"{""T"":1789171485337,""s"":""NIULAIUSDT"",""S"":""Sell"",""v"":""190"",""p"":""0.13131""}"
2026-09-12T00:04:45.831073Z,1789171485519,NIULAIUSDT,Sell,290,0.13100,"{""T"":1789171485519,""s"":""NIULAIUSDT"",""S"":""Sell"",""v"":""290"",""p"":""0.13100""}"
2026-09-12T00:04:52.330368Z,1789171491984,NIULAIUSDT,Sell,140,0.13171,"{""T"":1789171491984,""s"":""NIULAIUSDT"",""S"":""Sell"",""v"":""140"",""p"":""0.13171""}"
2026-09-12T00:05:07.498387Z,1789171507311,STORJUSDT,Sell,1994.6,0.05986,"{""T"":1789171507311,""s"":""STORJUSDT"",""S"":""Sell"",""v"":""1994.6"",""p"":""0.05986""}"
2026-09-12T00:05:28.330549Z,1789171528013,LABUSDT,Buy,35701,0.07530,"{""T"":1789171528013,""s"":""LABUSDT"",""S"":""Buy"",""v"":""35701"",""p"":""0.07530""}"
2026-09-12T00:05:36.849576Z,1789171536276,BEATUSDT,Buy,821,0.08905,"{""T"":1789171536276,""s"":""BEATUSDT"",""S"":""Buy"",""v"":""821"",""p"":""0.08905""}"
2026-09-12T00:07:36.831043Z,1789171656558,NIULAIUSDT,Sell,190,0.13115,"{""T"":1789171656558,""s"":""NIULAIUSDT"",""S"":""Sell"",""v"":""190"",""p"":""0.13115""}"
2026-09-12T00:07:36.850283Z,1789171656558,HAJIMIUSDT,Sell,410,0.03722,"{""T"":1789171656558,""s"":""HAJIMIUSDT"",""S"":""Sell"",""v"":""410"",""p"":""0.03722""}"
2026-09-12T00:09:40.517519Z,1789171780195,NEARUSDT,Buy,500.0,2.3320,"{""T"":1789171780195,""s"":""NEARUSDT"",""S"":""Buy"",""v"":""500.0"",""p"":""2.3320""}"
2026-09-12T00:09:41.017636Z,1789171780457,NEARUSDT,Buy,315.3,2.3330,"{""T"":1789171780457,""s"":""NEARUSDT"",""S"":""Buy"",""v"":""315.3"",""p"":""2.3330""}"
2026-09-12T00:10:08.020573Z,1789171807532,NEARUSDT,Buy,129.3,2.3290,"{""T"":1789171807532,""s"":""NEARUSDT"",""S"":""Buy"",""v"":""129.3"",""p"":""2.3290""}"
2026-09-12T00:10:08.020573Z,1789171807824,NEARUSDT,Buy,869.8,2.3310,"{""T"":1789171807824,""s"":""NEARUSDT"",""S"":""Buy"",""v"":""869.8"",""p"":""2.3310""}"
2026-09-12T00:10:19.998938Z,1789171819783,STORJUSDT,Buy,6792.0,0.05777,"{""T"":1789171819783,""s"":""STORJUSDT"",""S"":""Buy"",""v"":""6792.0"",""p"":""0.05777""}"
